лучший	<div style="font-size:1.5em; margin-bottom: 0.5em;">лучший</div>, -ая, -ее, -ие <b><span style="color:#569cd6;font-weight:bold;">ប្រសើរ</span>, <span style="color:#4ec9b0;font-weight:bold;">ល្អ</span> <span style="color:#c586c0;font-weight:bold;">ជាងគេ</span></b>; <b>это самый лучший подарок</b> <b><span style="color:#dcdcaa;font-weight:bold;">របស់</span><span style="color:#ce9178;font-weight:bold;">នេះ</span><span style="color:#569cd6;font-weight:bold;">ជា</span><span style="color:#4ec9b0;font-weight:bold;">ជំនូន</span><span style="color:#c586c0;font-weight:bold;">ដ៏</span><span style="color:#dcdcaa;font-weight:bold;">ប្រសើរ</span><span style="color:#ce9178;font-weight:bold;">បំផុត</span></b>; <b>лучшая ученица в классе</b> <b><span style="color:#569cd6;font-weight:bold;">កូន</span> <span style="color:#4ec9b0;font-weight:bold;">សិស្ស</span> <span style="color:#c586c0;font-weight:bold;">ស្រី</span> <span style="color:#dcdcaa;font-weight:bold;">ល្អ</span> <span style="color:#ce9178;font-weight:bold;">ជាងគេ</span> <span style="color:#569cd6;font-weight:bold;">នៅ</span> <span style="color:#4ec9b0;font-weight:bold;">ក្នុង</span> <span style="color:#c586c0;font-weight:bold;">ថ្នាក់</span></b>; <b>луч шие люди страны</b> <b><span style="color:#dcdcaa;font-weight:bold;">ជនានុជន</span><span style="color:#ce9178;font-weight:bold;">ដ៏</span><span style="color:#569cd6;font-weight:bold;">ប្រសើរ</span><span style="color:#4ec9b0;font-weight:bold;">នៃ</span><span style="color:#c586c0;font-weight:bold;">ប្រទេស</span></b> ◇ <b>в луч шем случае</b> <b><span style="color:#dcdcaa;font-weight:bold;">នៅ</span> <span style="color:#ce9178;font-weight:bold;">ក្នុង</span><span style="color:#569cd6;font-weight:bold;">កាលៈទេសៈ</span><span style="color:#4ec9b0;font-weight:bold;">ដ៏</span><span style="color:#c586c0;font-weight:bold;">ប្រពៃ</span></b>
лыжи	<div style="font-size:1.5em; margin-bottom: 0.5em;">лыжи</div>, лыж <i>мн. (ед. лыж|а, -и ж)</i> <b><span style="color:#569cd6;font-weight:bold;">ស្គី</span></b>; <b>ходить на лыжах <span style="color:#4ec9b0;font-weight:bold;">ដើរ</span> <span style="color:#c586c0;font-weight:bold;">ស្គី</span> <span style="color:#dcdcaa;font-weight:bold;">លើ</span> <span style="color:#ce9178;font-weight:bold;">ទឹកកក</span></b>
ль	<div style="font-size:1.5em; margin-bottom: 0.5em;">ль</div><i>см.</i> <b>ли</b>
любимый	<div style="font-size:1.5em; margin-bottom: 0.5em;">любимый</div>, -ая, -ое, -ые 1. <b><span style="color:#569cd6;font-weight:bold;">ជាទីស្រឡាញ់</span>, <span style="color:#4ec9b0;font-weight:bold;">ជាទី</span><span style="color:#c586c0;font-weight:bold;">ស្នេហា</span>, <span style="color:#dcdcaa;font-weight:bold;">ជាទី</span><span style="color:#ce9178;font-weight:bold;">ចូលចិត្ត</span></b>; <b>любимая женщина</b> <b><span style="color:#569cd6;font-weight:bold;">នារី</span><span style="color:#4ec9b0;font-weight:bold;">ជាទី</span><span style="color:#c586c0;font-weight:bold;">ស្នេហា</span></b> 2. <i>(пред почитаемый)</i> <b><span style="color:#dcdcaa;font-weight:bold;">ជាទីស្រឡាញ់</span>, <span style="color:#ce9178;font-weight:bold;">ជាទី</span><span style="color:#569cd6;font-weight:bold;">ចូលចិត្ត</span></b>; <b>любимый писатель</b> <b><span style="color:#4ec9b0;font-weight:bold;">អ្នកនិពន្ធ</span><span style="color:#c586c0;font-weight:bold;">ជាទីស្រឡាញ់</span></b>; <b>любимая книга</b> <b><span style="color:#dcdcaa;font-weight:bold;">សៀវភៅ</span> <span style="color:#ce9178;font-weight:bold;">ជាទីស្រឡាញ់</span> (<span style="color:#569cd6;font-weight:bold;">ចូលចិត្ត</span>)</b>
любить	<div style="font-size:1.5em; margin-bottom: 0.5em;">любить</div>, -лю, люб|ишь, -ят <i>несов.</i>; <b>полюб|ить</b>, -лю, полю б|ишь, -ят <i>сов.</i> 1. <b><span style="color:#569cd6;font-weight:bold;">ស្នេហា</span>, <span style="color:#4ec9b0;font-weight:bold;">ស្រឡាញ់</span></b>; <b>любить Родину <span style="color:#c586c0;font-weight:bold;">ស្នេហា</span><span style="color:#dcdcaa;font-weight:bold;">មាតុភូមិ</span></b>; <b>любить жену</b> <b><span style="color:#ce9178;font-weight:bold;">ស្រឡាញ់</span><span style="color:#569cd6;font-weight:bold;">ប្រពន្ធ</span></b> 2. <b><span style="color:#4ec9b0;font-weight:bold;">ចូលចិត្ត</span></b>; <b>я люблю читать</b> <b><span style="color:#c586c0;font-weight:bold;">ខ្ញុំ</span> <span style="color:#dcdcaa;font-weight:bold;">ចូលចិត្ត</span> <span style="color:#ce9178;font-weight:bold;">អាន</span> <span style="color:#569cd6;font-weight:bold;">សៀវភៅ</span></b>
любовь	<div style="font-size:1.5em; margin-bottom: 0.5em;">любовь</div>, -ви, <i>твор.</i> любовью, <i>предл. о</i> любви <i>ж (мн. нет)</i> <b><span style="color:#569cd6;font-weight:bold;">សេចក្ដី</span><span style="color:#4ec9b0;font-weight:bold;">ស្នេហា</span>, <span style="color:#c586c0;font-weight:bold;">សេចក្ដី</span><span style="color:#dcdcaa;font-weight:bold;">ស្រឡាញ់</span></b>; <b>любовь к Родине <span style="color:#ce9178;font-weight:bold;">សេចក្ដី</span><span style="color:#569cd6;font-weight:bold;">ស្នេហា</span> <span style="color:#4ec9b0;font-weight:bold;">ជំពោះ</span> <span style="color:#c586c0;font-weight:bold;">មាតុភូមិ</span></b>; <b>любовь к детям</b> <b><span style="color:#dcdcaa;font-weight:bold;">សេចក្ដី</span><span style="color:#ce9178;font-weight:bold;">ស្រឡាញ់</span><span style="color:#569cd6;font-weight:bold;">ចំពោះ</span><span style="color:#4ec9b0;font-weight:bold;">កុមារ</span></b>; <b>любовь с первого взгляда</b> <b><span style="color:#c586c0;font-weight:bold;">ឃើញ</span><span style="color:#dcdcaa;font-weight:bold;">ភ្លាម</span><span style="color:#ce9178;font-weight:bold;">ស្រឡាញ់</span><span style="color:#569cd6;font-weight:bold;">ភ្លាម</span></b>; <b>объясняться в любви</b> <b><span style="color:#4ec9b0;font-weight:bold;">និយាយ</span><span style="color:#c586c0;font-weight:bold;">ស្នេហ៍ស្នង</span></b>
любой	<div style="font-size:1.5em; margin-bottom: 0.5em;">любой</div>, -ая, -ое, -ые 1. <b><span style="color:#569cd6;font-weight:bold;">ណាក៏ដោយ</span></b>; <b>любой школьник знает это</b> <b><span style="color:#4ec9b0;font-weight:bold;">កូនសិស្ស</span> <span style="color:#c586c0;font-weight:bold;">ណាក៏ដោយ</span> <span style="color:#dcdcaa;font-weight:bold;">ក៏</span><span style="color:#ce9178;font-weight:bold;">ដឹងរឿង</span><span style="color:#569cd6;font-weight:bold;">នេះ</span></b>; <b>в любое время</b> <b><span style="color:#4ec9b0;font-weight:bold;">នៅ</span> <span style="color:#c586c0;font-weight:bold;">ពេលណាក៏ដោយ</span></b>; <b>выполнить любое задание <span style="color:#dcdcaa;font-weight:bold;">បំពេញ</span> <span style="color:#ce9178;font-weight:bold;">កិច្ចការ</span> <span style="color:#569cd6;font-weight:bold;">ណាក៏ដោយ</span></b> 2. <i>в знач. сущ.</i> <b>люб|ой</b>, -ого <i>м</i>; <b>люб|ая</b>, -ой <i>ж</i> <b><span style="color:#4ec9b0;font-weight:bold;">ណាមួយ</span><span style="color:#c586c0;font-weight:bold;">ក៏</span> <span style="color:#dcdcaa;font-weight:bold;">បាន</span>, <span style="color:#ce9178;font-weight:bold;">អ្នក</span><span style="color:#569cd6;font-weight:bold;">ណាមួយ</span><span style="color:#4ec9b0;font-weight:bold;">ក៏</span> <span style="color:#c586c0;font-weight:bold;">បាន</span></b>; <b>спро сите любого</b> <b><span style="color:#dcdcaa;font-weight:bold;">សួរ</span><span style="color:#ce9178;font-weight:bold;">អ្នក</span><span style="color:#569cd6;font-weight:bold;">ណាមួយ</span><span style="color:#4ec9b0;font-weight:bold;">ក៏</span> <span style="color:#c586c0;font-weight:bold;">បាន</span></b>
любопытство	<div style="font-size:1.5em; margin-bottom: 0.5em;">любопытство</div>, -а <i>с (мн. нет)</i> <b><span style="color:#569cd6;font-weight:bold;">សេចក្ដី</span><span style="color:#4ec9b0;font-weight:bold;">ចង់</span><span style="color:#c586c0;font-weight:bold;">ដឹង</span><span style="color:#dcdcaa;font-weight:bold;">ឆ្ងល់</span>, <span style="color:#ce9178;font-weight:bold;">ចំណង់</span><span style="color:#569cd6;font-weight:bold;">ចង់</span><span style="color:#4ec9b0;font-weight:bold;">ដឹង</span></b>; <b>проявлять любопытство</b> <b><span style="color:#c586c0;font-weight:bold;">មាន</span><span style="color:#dcdcaa;font-weight:bold;">សេចក្ដី</span><span style="color:#ce9178;font-weight:bold;">ចង់</span><span style="color:#569cd6;font-weight:bold;">ដឹង</span><span style="color:#4ec9b0;font-weight:bold;">ឆ្ងល់</span></b>
люди	<div style="font-size:1.5em; margin-bottom: 0.5em;">люди</div>, людей <i>мн. (ед. человек)</i> <b><span style="color:#569cd6;font-weight:bold;">ជន</span>, <span style="color:#4ec9b0;font-weight:bold;">ជនានុជន</span>, <span style="color:#c586c0;font-weight:bold;">ជនជាតិ</span>, <span style="color:#dcdcaa;font-weight:bold;">មនុស្ស</span></b>; <b>советские люди</b> <b><span style="color:#ce9178;font-weight:bold;">ជនជាតិ</span><span style="color:#569cd6;font-weight:bold;">សូវៀត</span></b>; <b>многие люди</b> <b><span style="color:#4ec9b0;font-weight:bold;">មនុស្សជា</span><span style="color:#c586c0;font-weight:bold;">ច្រើន</span><span style="color:#dcdcaa;font-weight:bold;">នាក់</span></b>; <b>много людей</b> <b><span style="color:#ce9178;font-weight:bold;">មនុស្ស</span><span style="color:#569cd6;font-weight:bold;">ច្រើន</span></b>; <b>улицы полны людей</b> <b><span style="color:#4ec9b0;font-weight:bold;">នៅ</span> <span style="color:#c586c0;font-weight:bold;">តាម</span><span style="color:#dcdcaa;font-weight:bold;">វិថី</span> <span style="color:#ce9178;font-weight:bold;">មាន</span><span style="color:#569cd6;font-weight:bold;">មនុស្ស</span><span style="color:#4ec9b0;font-weight:bold;">កុះករ</span></b>
мавзолей	<div style="font-size:1.5em; margin-bottom: 0.5em;">мавзолей</div>, -я <i>м</i> <b><span style="color:#569cd6;font-weight:bold;">មតចេតិយ</span></b>; <b>Мавзолей В. И. Ленина <span style="color:#4ec9b0;font-weight:bold;">មតចេតិយ</span> <span style="color:#c586c0;font-weight:bold;">វ</span>. <span style="color:#dcdcaa;font-weight:bold;">អ៊ី</span>. <span style="color:#ce9178;font-weight:bold;">លេនីន</span></b>
магазин	<div style="font-size:1.5em; margin-bottom: 0.5em;">магазин</div>, -а <i>м</i> <b><span style="color:#569cd6;font-weight:bold;">ហាង</span><span style="color:#4ec9b0;font-weight:bold;">លក់</span><span style="color:#c586c0;font-weight:bold;">អីវ៉ាន់</span>, <span style="color:#dcdcaa;font-weight:bold;">ហាង</span></b>; <b>книжный магазин</b> <b><span style="color:#ce9178;font-weight:bold;">ហាង</span><span style="color:#569cd6;font-weight:bold;">លក់</span> <span style="color:#4ec9b0;font-weight:bold;">សៀវភៅ</span></b>; <b>продуктовый магазин</b> <b><span style="color:#c586c0;font-weight:bold;">ហាង</span><span style="color:#dcdcaa;font-weight:bold;">លក់</span><span style="color:#ce9178;font-weight:bold;">គ្រឿង</span><span style="color:#569cd6;font-weight:bold;">បរិភោគ</span></b>; <b>купить продукты в магазине</b> <b><span style="color:#4ec9b0;font-weight:bold;">ទិញ</span> <span style="color:#c586c0;font-weight:bold;">គ្រឿង</span><span style="color:#dcdcaa;font-weight:bold;">បរិភោគ</span> <span style="color:#ce9178;font-weight:bold;">នៅ</span> <span style="color:#569cd6;font-weight:bold;">ហាង</span></b>
май	<div style="font-size:1.5em; margin-bottom: 0.5em;">май</div>, мая <i>м</i> <b>[<span style="color:#569cd6;font-weight:bold;">ខែ</span>]<span style="color:#4ec9b0;font-weight:bold;">ឧសភា</span>; <span style="color:#c586c0;font-weight:bold;">ឱស</span><span style="color:#dcdcaa;font-weight:bold;">ភា</span></b>; <b>Первое мая — праздник международной солидарности трудящихся</b> <b><span style="color:#ce9178;font-weight:bold;">ថ្ងៃទី</span><span style="color:#569cd6;font-weight:bold;">១ឧសភា</span><span style="color:#4ec9b0;font-weight:bold;">ជា</span><span style="color:#c586c0;font-weight:bold;">ទិវា</span><span style="color:#dcdcaa;font-weight:bold;">នៃ</span><span style="color:#ce9178;font-weight:bold;">សាមគ្គីភាព</span><span style="color:#569cd6;font-weight:bold;">អន្តរជាតិ</span><span style="color:#4ec9b0;font-weight:bold;">រវាង</span><span style="color:#c586c0;font-weight:bold;">បណ្ដា</span><span style="color:#dcdcaa;font-weight:bold;">ពលករ</span></b>
маленький	<div style="font-size:1.5em; margin-bottom: 0.5em;">маленький</div>, -ая, -ое, -ие; мал, мал|а, -о, -ы <i>(сравн. ст. меньше)</i> 1. <b><span style="color:#569cd6;font-weight:bold;">តូច</span></b>; <b>маленький дом</b> <b><span style="color:#4ec9b0;font-weight:bold;">ផ្ទះតូច</span></b>; <b>маленькие дети <span style="color:#c586c0;font-weight:bold;">កុមារ</span><span style="color:#dcdcaa;font-weight:bold;">តូច</span> <span style="color:#ce9178;font-weight:bold;">ៗ</span></b>; <b>эта девочка ещё мала</b> <b><span style="color:#569cd6;font-weight:bold;">កុមារី</span><span style="color:#4ec9b0;font-weight:bold;">នេះ</span> <span style="color:#c586c0;font-weight:bold;">នៅ</span> <span style="color:#dcdcaa;font-weight:bold;">តូច</span></b> 2. <i>(тк. крат. ф.)</i> <b>обычно кому</b> <b><span style="color:#ce9178;font-weight:bold;">តូច</span>, <span style="color:#569cd6;font-weight:bold;">ចង្អៀត</span></b>; <b>этот костюм мне мал <span style="color:#4ec9b0;font-weight:bold;">សំលៀកបំពាក់</span><span style="color:#c586c0;font-weight:bold;">នេះ</span><span style="color:#dcdcaa;font-weight:bold;">ចង្អៀត</span><span style="color:#ce9178;font-weight:bold;">សំរាប់</span><span style="color:#569cd6;font-weight:bold;">ខ្ញុំ</span></b>
мало	<div style="font-size:1.5em; margin-bottom: 0.5em;">мало</div><i>нареч. (сравн. ст. меньше)</i> <b><span style="color:#569cd6;font-weight:bold;">តិច</span>, <span style="color:#4ec9b0;font-weight:bold;">មិនសូវ</span><span style="color:#c586c0;font-weight:bold;">ច្រើន</span></b>; <b>мало читать</b> <b><span style="color:#dcdcaa;font-weight:bold;">អាន</span><span style="color:#ce9178;font-weight:bold;">តិច</span></b>; <b>у меня мало времени</b> <b><span style="color:#569cd6;font-weight:bold;">ខ្ញុំ</span><span style="color:#4ec9b0;font-weight:bold;">មាន</span><span style="color:#c586c0;font-weight:bold;">ពេល</span><span style="color:#dcdcaa;font-weight:bold;">តិច</span></b>
мальчик	<div style="font-size:1.5em; margin-bottom: 0.5em;">мальчик</div>, -а <i>м</i> <b><span style="color:#569cd6;font-weight:bold;">កុមារ</span>, <span style="color:#4ec9b0;font-weight:bold;">ក្មេងប្រុស</span></b>; <b>мальчик десяти лет <span style="color:#c586c0;font-weight:bold;">កុមារ</span><span style="color:#dcdcaa;font-weight:bold;">អាយុ</span><span style="color:#ce9178;font-weight:bold;">ដប់</span><span style="color:#569cd6;font-weight:bold;">ឆ្នាំ</span></b>
мама	<div style="font-size:1.5em; margin-bottom: 0.5em;">мама</div>, -ы <i>ж</i> <b><span style="color:#569cd6;font-weight:bold;">ម៉ែ</span>, <span style="color:#4ec9b0;font-weight:bold;">ម៉ាក់</span>, <span style="color:#c586c0;font-weight:bold;">ម្តាយ</span></b>; <b>моя мама врач</b> <b><span style="color:#dcdcaa;font-weight:bold;">ម្តាយ</span><span style="color:#ce9178;font-weight:bold;">ខ្ញុំ</span><span style="color:#569cd6;font-weight:bold;">ធ្វើជា</span><span style="color:#4ec9b0;font-weight:bold;">គ្រូពេទ្យ</span></b>; <b>мама, можно пойти погулять?</b> <b><span style="color:#c586c0;font-weight:bold;">ម៉ាក់</span><span style="color:#dcdcaa;font-weight:bold;">ខ្ញុំ</span><span style="color:#ce9178;font-weight:bold;">ចេញទៅ</span><span style="color:#569cd6;font-weight:bold;">ដើរ</span> <span style="color:#4ec9b0;font-weight:bold;">លេង</span> <span style="color:#c586c0;font-weight:bold;">បាន</span> <span style="color:#dcdcaa;font-weight:bold;">ទេ</span>?</b>
марка	<div style="font-size:1.5em; margin-bottom: 0.5em;">марка</div>, -и <i>ж (мн. мар|ки, -ок, -кам)</i> 1. <b><span style="color:#569cd6;font-weight:bold;">តែម</span></b>; <b>почтовая марка</b> <b><span style="color:#4ec9b0;font-weight:bold;">តែមប៉ុស្តិ៍</span></b>; <b>конверт с маркой</b> <b><span style="color:#c586c0;font-weight:bold;">ស្រោមសំបុត្រ</span><span style="color:#dcdcaa;font-weight:bold;">បិទ</span><span style="color:#ce9178;font-weight:bold;">តែម</span></b> 2. <b><span style="color:#569cd6;font-weight:bold;">ម៉ាក</span>, <span style="color:#4ec9b0;font-weight:bold;">ធុន</span></b>; <b>марка стали</b> <b><span style="color:#c586c0;font-weight:bold;">ធុន</span><span style="color:#dcdcaa;font-weight:bold;">ដែកថែប</span></b>; <b>автомобиль новой марки</b> <b><span style="color:#ce9178;font-weight:bold;">រថយន្ត</span><span style="color:#569cd6;font-weight:bold;">ធុន</span><span style="color:#4ec9b0;font-weight:bold;">ថ្មី</span>, <span style="color:#c586c0;font-weight:bold;">ឡាន</span><span style="color:#dcdcaa;font-weight:bold;">ម៉ាក</span><span style="color:#ce9178;font-weight:bold;">ថ្មី</span></b>
марксизм	<div style="font-size:1.5em; margin-bottom: 0.5em;">марксизм</div>, -а <i>м (мн. нет)</i> <b><span style="color:#569cd6;font-weight:bold;">លទ្ធិម៉ាក្ស</span><span style="color:#4ec9b0;font-weight:bold;">និយម</span></b>
марксизм-ленинизм	<div style="font-size:1.5em; margin-bottom: 0.5em;">марксизм-ленинизм</div>, <b>марксизма-ленинизма</b> <i>м (мн. нет)</i> <b><span style="color:#569cd6;font-weight:bold;">លទ្ធិម៉ាក្ស</span>-<span style="color:#4ec9b0;font-weight:bold;">លេនីន</span><span style="color:#c586c0;font-weight:bold;">និយម</span></b>
март	<div style="font-size:1.5em; margin-bottom: 0.5em;">март</div>, марта <i>м</i> <b>[<span style="color:#569cd6;font-weight:bold;">ខែ</span>]<span style="color:#4ec9b0;font-weight:bold;">មីនា</span>, <span style="color:#c586c0;font-weight:bold;">មីនា</span></b>; <b>Восьмое марта — Международный женский день</b> <b><span style="color:#dcdcaa;font-weight:bold;">ថ្ងៃទី</span><span style="color:#ce9178;font-weight:bold;">ប្រាំបី</span><span style="color:#569cd6;font-weight:bold;">មីនា</span> <span style="color:#4ec9b0;font-weight:bold;">ជា</span><span style="color:#c586c0;font-weight:bold;">ទិវានារីអន្តរជាតិ</span></b>
масло	<div style="font-size:1.5em; margin-bottom: 0.5em;">масло</div>, -а <i>с</i> <b><span style="color:#569cd6;font-weight:bold;">ប្រេង</span></b>; <b>сливочное масло</b> <b><span style="color:#4ec9b0;font-weight:bold;">ប្រេង</span><span style="color:#c586c0;font-weight:bold;">ទឹកដោះគោ</span></b>; <b>растительное масло</b> <b><span style="color:#dcdcaa;font-weight:bold;">ប្រេង</span><span style="color:#ce9178;font-weight:bold;">រុក្ខជាតិ</span></b>
масса	<div style="font-size:1.5em; margin-bottom: 0.5em;">масса</div>, -ы <i>ж</i> 1. <i>(обычно мн.)</i> <b><span style="color:#569cd6;font-weight:bold;">ប្រជាករ</span>, <span style="color:#4ec9b0;font-weight:bold;">មហាជន</span></b>; <b>народ ные массы</b> <b><span style="color:#c586c0;font-weight:bold;">ប្រជាករ</span><span style="color:#dcdcaa;font-weight:bold;">ប្រជាជន</span>, <span style="color:#ce9178;font-weight:bold;">មហាជន</span></b> 2. <i>(мн. нет)</i> <b><span style="color:#569cd6;font-weight:bold;">រាប់មិនអស់</span>, <span style="color:#4ec9b0;font-weight:bold;">មួយគំនរ</span></b>; <b>масса впечатлений</b> <b><span style="color:#c586c0;font-weight:bold;">មានការ</span><span style="color:#dcdcaa;font-weight:bold;">ចាប់អារម្មណ៍</span><span style="color:#ce9178;font-weight:bold;">រាប់មិនអស់</span></b>; <b>масса дел</b> <b><span style="color:#569cd6;font-weight:bold;">កិច្ចការ</span><span style="color:#4ec9b0;font-weight:bold;">មួយគំនរ</span></b>
массовый	<div style="font-size:1.5em; margin-bottom: 0.5em;">массовый</div>, -ая, -ое, -ые 1. <b><span style="color:#569cd6;font-weight:bold;">គគ្រឹកគគ្រេង</span>, <span style="color:#4ec9b0;font-weight:bold;">មហាជន</span></b>; <b>массовый митинг</b> <b><span style="color:#c586c0;font-weight:bold;">មី</span><span style="color:#dcdcaa;font-weight:bold;">ស្ទឹង</span><span style="color:#ce9178;font-weight:bold;">មហាជន</span>, <span style="color:#569cd6;font-weight:bold;">មី</span><span style="color:#4ec9b0;font-weight:bold;">ស្ទឹង</span><span style="color:#c586c0;font-weight:bold;">យ៉ាង</span><span style="color:#dcdcaa;font-weight:bold;">គគ្រឹកគគ្រេង</span></b> 2. <i>(для широких масс)</i> <b><span style="color:#ce9178;font-weight:bold;">មហាជន</span></b>; <b>товары массового потреб ления</b> <b><span style="color:#569cd6;font-weight:bold;">គ្រឿង</span><span style="color:#4ec9b0;font-weight:bold;">ឧបភោគ</span>, <span style="color:#c586c0;font-weight:bold;">របស់របរ</span><span style="color:#dcdcaa;font-weight:bold;">សំរាប់</span><span style="color:#ce9178;font-weight:bold;">ប្រជាជន</span></b>
мастер	<div style="font-size:1.5em; margin-bottom: 0.5em;">мастер</div>, -а <i>м (мн. мастер|а, -ов)</i> 1. <b><span style="color:#569cd6;font-weight:bold;">មេជាង</span></b>; <b>мастер цеха <span style="color:#4ec9b0;font-weight:bold;">មេជាង</span> <span style="color:#c586c0;font-weight:bold;">នៅ</span> <span style="color:#dcdcaa;font-weight:bold;">រោងជាង</span></b> 2. <i>(специалист)</i> <b><span style="color:#ce9178;font-weight:bold;">ជាង</span></b>; <b>часовой мастер <span style="color:#569cd6;font-weight:bold;">ជាង</span><span style="color:#4ec9b0;font-weight:bold;">ធ្វើ</span><span style="color:#c586c0;font-weight:bold;">នាឡិកា</span></b> 3. <i>(искусный в чём-л.)</i> <b><span style="color:#dcdcaa;font-weight:bold;">អ្នកជំនាញ</span></b>; <b>мастер своего дела</b> <b><span style="color:#ce9178;font-weight:bold;">អ្នកជំនាញ</span><span style="color:#569cd6;font-weight:bold;">ក្នុង</span><span style="color:#4ec9b0;font-weight:bold;">កិច្ចការ</span><span style="color:#c586c0;font-weight:bold;">របស់</span><span style="color:#dcdcaa;font-weight:bold;">ខ្លួន</span></b>; <b>мастер спорта <span style="color:#ce9178;font-weight:bold;">អ្នកជំនាញ</span><span style="color:#569cd6;font-weight:bold;">ខាង</span><span style="color:#4ec9b0;font-weight:bold;">កីឡា</span>, <span style="color:#c586c0;font-weight:bold;">កីឡាករ</span><span style="color:#dcdcaa;font-weight:bold;">ជំនាញ</span> (<span style="color:#ce9178;font-weight:bold;">ជា</span><span style="color:#569cd6;font-weight:bold;">ឋានន្តរស័ក្តិ</span><span style="color:#4ec9b0;font-weight:bold;">របស់</span><span style="color:#c586c0;font-weight:bold;">កីឡាករ</span>)</b> ◇ <b>мастер на все руки</b> <b><span style="color:#dcdcaa;font-weight:bold;">មនុស្ស</span><span style="color:#ce9178;font-weight:bold;">ប្រសប់</span><span style="color:#569cd6;font-weight:bold;">គ្រប់</span><span style="color:#4ec9b0;font-weight:bold;">កិច្ចការ</span></b>
мастерская	<div style="font-size:1.5em; margin-bottom: 0.5em;">мастерская</div>, -ой <i>ж</i> 1. <b><span style="color:#569cd6;font-weight:bold;">រោងជាង</span>, <span style="color:#4ec9b0;font-weight:bold;">ហាង</span><span style="color:#c586c0;font-weight:bold;">ជួសជុល</span></b>; <b>мастер ская по ремонту обуви</b> <b><span style="color:#dcdcaa;font-weight:bold;">រោងជាង</span><span style="color:#ce9178;font-weight:bold;">ជួសជុល</span><span style="color:#569cd6;font-weight:bold;">ស្បែកជើង</span>, <span style="color:#4ec9b0;font-weight:bold;">ហាង</span><span style="color:#c586c0;font-weight:bold;">ជួសជុល</span><span style="color:#dcdcaa;font-weight:bold;">ស្បែកជើង</span></b> 2. <i>(студия)</i> <b><span style="color:#ce9178;font-weight:bold;">ជាង</span>, <span style="color:#569cd6;font-weight:bold;">បន្ទប់ធ្វើការ</span></b>; <b>мастерская художника</b> <b><span style="color:#4ec9b0;font-weight:bold;">បន្ទប់ធ្វើការ</span><span style="color:#c586c0;font-weight:bold;">របស់</span><span style="color:#dcdcaa;font-weight:bold;">វិចិត្រករ</span></b>
математика	<div style="font-size:1.5em; margin-bottom: 0.5em;">математика</div>, -и <i>ж (мн. нет)</i> <b><span style="color:#569cd6;font-weight:bold;">គណិតសាស្ត្រ</span>, <span style="color:#4ec9b0;font-weight:bold;">គណិតវិទ្យា</span></b>; <b>высшая математика</b> <b><span style="color:#c586c0;font-weight:bold;">គណិតវិទ្យា</span><span style="color:#dcdcaa;font-weight:bold;">ជាន់ខ្ពស់</span></b>
материал	<div style="font-size:1.5em; margin-bottom: 0.5em;">материал</div>, -а <i>м</i> 1. <b><span style="color:#569cd6;font-weight:bold;">សំភារៈ</span>, <span style="color:#4ec9b0;font-weight:bold;">សម្ភារៈ</span></b>; <b>строительный ма териал</b> <b><span style="color:#c586c0;font-weight:bold;">សំភារៈសំណង់</span></b> 2. <i>(данные, документы)</i> <b><span style="color:#dcdcaa;font-weight:bold;">ឯកសារ</span></b>; <b>материалы съезда</b> <b><span style="color:#ce9178;font-weight:bold;">ឯកសារ</span><span style="color:#569cd6;font-weight:bold;">នៃ</span><span style="color:#4ec9b0;font-weight:bold;">មហាសន្និបាត</span></b>; <b>подготовить материалы для доклада</b> <b><span style="color:#c586c0;font-weight:bold;">រៀបចំ</span><span style="color:#dcdcaa;font-weight:bold;">ឯកសារ</span><span style="color:#ce9178;font-weight:bold;">សំរាប់</span><span style="color:#569cd6;font-weight:bold;">របាយការណ៍</span></b> 3. <b><span style="color:#4ec9b0;font-weight:bold;">សំលៀក</span>, <span style="color:#c586c0;font-weight:bold;">ក្រណាត់</span></b>; <b>материал на платье</b> <b><span style="color:#dcdcaa;font-weight:bold;">ក្រណាត់</span><span style="color:#ce9178;font-weight:bold;">សំរាប់</span><span style="color:#569cd6;font-weight:bold;">កាត់ដេរ</span><span style="color:#4ec9b0;font-weight:bold;">អាវ</span><span style="color:#c586c0;font-weight:bold;">វែង</span></b>
материализм	<div style="font-size:1.5em; margin-bottom: 0.5em;">материализм</div>, -а <i>м (мн. нет)</i> <b><span style="color:#569cd6;font-weight:bold;">សំភារៈ</span><span style="color:#4ec9b0;font-weight:bold;">និយម</span></b>; <b>диалекти ческий материализм</b> <b><span style="color:#c586c0;font-weight:bold;">លទ្ធិ</span><span style="color:#dcdcaa;font-weight:bold;">វិចារ</span><span style="color:#ce9178;font-weight:bold;">សំភារៈ</span><span style="color:#569cd6;font-weight:bold;">និយម</span></b>; <b>исторический материализм</b> <b><span style="color:#4ec9b0;font-weight:bold;">លទ្ធិ</span><span style="color:#c586c0;font-weight:bold;">សំភារៈ</span><span style="color:#dcdcaa;font-weight:bold;">និយម</span><span style="color:#ce9178;font-weight:bold;">ប្រវត្តិសាស្ត្រ</span></b>
